Date,Open,High,Low,Close,Adj Close,Volume
25-04-2006,95.000000,135.800003,95.000000,103.150002,85.378952,15454057
26-04-2006,105.500000,118.000000,103.500000,111.900002,92.621475,4843287
27-04-2006,114.000000,127.000000,113.000000,124.050003,102.678230,5115764
28-04-2006,116.000000,121.800003,105.550003,117.800003,97.505013,1489907
02-05-2006,129.500000,134.000000,125.550003,126.099998,104.375046,1152131
03-05-2006,126.500000,127.400002,118.800003,119.900002,99.243210,685106
04-05-2006,119.250000,122.300003,112.750000,116.849998,96.718674,808560
05-05-2006,117.000000,127.699997,116.500000,122.300003,101.229736,1502360
08-05-2006,124.000000,125.599998,121.849998,123.050003,101.850510,453765
09-05-2006,122.500000,124.400002,116.500000,119.449997,98.870720,226841
10-05-2006,120.750000,120.900002,116.000000,116.599998,96.511734,169963
11-05-2006,117.800003,121.199997,113.500000,118.150002,97.794708,320507
12-05-2006,116.199997,118.000000,114.849998,115.400002,95.518486,161124
15-05-2006,116.199997,117.500000,106.050003,108.400002,89.724464,148395
16-05-2006,110.000000,110.000000,99.000000,104.099998,86.165283,135626
17-05-2006,104.800003,112.800003,104.800003,110.949997,91.835144,213221
18-05-2006,109.000000,109.000000,96.050003,98.050003,81.157616,178391
19-05-2006,95.000000,102.250000,88.000000,89.849998,74.370316,135885
22-05-2006,90.099998,93.900002,72.250000,77.000000,63.734158,106063
23-05-2006,77.750000,87.800003,70.000000,85.650002,70.893921,94992
24-05-2006,88.800003,91.400002,80.349998,83.699997,69.279877,92614
25-05-2006,81.000000,86.000000,71.500000,84.250000,69.735115,70465
26-05-2006,84.000000,88.900002,84.000000,87.800003,72.673508,62701
29-05-2006,88.150002,91.000000,86.500000,87.400002,72.342415,26497
30-05-2006,89.800003,96.800003,87.500000,92.599998,76.646553,152805
31-05-2006,91.000000,91.000000,82.000000,85.900002,71.100845,83380
01-06-2006,88.400002,95.699997,81.550003,83.300003,68.948784,53030
02-06-2006,85.400002,85.400002,76.500000,80.400002,66.548416,59756
05-06-2006,80.250000,83.400002,76.000000,76.650002,63.444466,50306
06-06-2006,72.500000,75.000000,70.150002,72.099998,59.678356,41865
07-06-2006,68.500000,73.300003,58.500000,59.650002,49.373291,107911
08-06-2006,52.250000,61.000000,50.049999,53.000000,43.868973,100997
09-06-2006,52.000000,59.000000,52.000000,55.049999,45.565792,111345
12-06-2006,60.000000,63.900002,50.299999,51.900002,42.958488,61381
13-06-2006,50.099998,52.000000,48.000000,48.849998,40.433952,55903
14-06-2006,49.799999,52.400002,46.500000,47.450001,39.275154,82361
15-06-2006,50.500000,55.500000,48.549999,53.650002,44.406990,101154
16-06-2006,56.000000,64.400002,54.250000,64.250000,53.180790,141124
19-06-2006,67.000000,76.449997,58.000000,74.599998,61.747643,284357
20-06-2006,73.000000,76.750000,69.900002,72.000000,59.595589,173318
21-06-2006,73.000000,81.500000,73.000000,78.150002,64.686043,272032
22-06-2006,79.900002,85.199997,79.900002,83.300003,68.948784,203540
23-06-2006,80.800003,83.400002,80.000000,81.050003,67.086426,102440
26-06-2006,81.000000,83.400002,74.050003,74.349998,61.540710,63451
27-06-2006,74.349998,77.000000,68.250000,71.800003,59.430046,64357
28-06-2006,72.099998,74.000000,68.500000,70.699997,58.519550,43487
29-06-2006,72.099998,73.400002,70.800003,71.099998,58.850643,28090
30-06-2006,73.000000,78.000000,72.050003,73.050003,60.464695,36912
03-07-2006,72.699997,74.849998,71.300003,71.800003,59.430046,15467
04-07-2006,72.400002,73.199997,69.000000,70.599998,58.436783,20179
05-07-2006,68.699997,71.699997,68.699997,70.550003,58.395405,13337
06-07-2006,70.250000,70.900002,68.750000,69.400002,57.443535,17702
07-07-2006,71.800003,71.800003,66.050003,67.500000,55.870865,18286
10-07-2006,66.000000,69.800003,64.000000,64.800003,53.636032,16232
11-07-2006,65.000000,67.349998,63.849998,64.349998,53.263550,13765
12-07-2006,62.200001,63.849998,61.000000,63.250000,52.353065,9929
13-07-2006,61.349998,66.750000,61.299999,65.000000,53.801571,28513
14-07-2006,63.000000,64.800003,63.000000,64.050003,53.015244,16517
17-07-2006,65.500000,70.500000,63.450001,67.900002,56.201954,84689
18-07-2006,70.099998,74.449997,66.300003,73.449997,60.795761,196816
19-07-2006,75.000000,77.300003,66.500000,67.699997,56.036407,100594
20-07-2006,70.000000,71.000000,68.199997,68.599998,56.781345,32070
21-07-2006,68.250000,68.300003,65.000000,65.500000,54.215424,18671
24-07-2006,62.500000,66.699997,62.500000,66.050003,54.670685,18583
25-07-2006,67.250000,70.400002,66.150002,69.449997,57.484905,33229
26-07-2006,70.500000,73.750000,69.050003,72.000000,59.595589,55313
27-07-2006,73.500000,77.900002,73.000000,74.949997,62.037354,213953
28-07-2006,75.699997,76.000000,70.199997,71.000000,58.767868,78544
31-07-2006,74.099998,74.099998,68.000000,70.699997,58.519550,26990
01-08-2006,68.500000,73.900002,66.800003,70.650002,58.478157,48651
02-08-2006,73.900002,74.800003,68.500000,70.099998,58.022919,70093
03-08-2006,70.500000,72.400002,68.500000,69.099998,57.195210,42894
04-08-2006,69.000000,70.900002,68.650002,69.099998,57.195210,22387
07-08-2006,68.699997,75.400002,67.050003,72.949997,60.381908,162062
08-08-2006,74.900002,74.900002,71.300003,71.900002,59.512817,43644
09-08-2006,71.900002,74.400002,70.849998,72.250000,59.802517,50739
10-08-2006,72.000000,77.250000,71.699997,75.250000,62.285660,210023
11-08-2006,76.000000,81.500000,76.000000,78.599998,65.058517,232795
14-08-2006,79.099998,80.900002,76.099998,77.050003,63.775558,72402
16-08-2006,79.400002,79.550003,75.050003,75.500000,62.492603,96873
17-08-2006,76.900002,76.900002,73.250000,73.699997,61.002693,38187
18-08-2006,73.800003,75.900002,73.099998,73.699997,61.002693,47462
21-08-2006,74.000000,76.400002,73.699997,74.150002,61.375175,27359
22-08-2006,77.000000,77.000000,73.000000,73.449997,60.795761,26246
23-08-2006,73.449997,75.000000,71.199997,73.150002,60.547455,31641
24-08-2006,72.500000,72.849998,71.000000,72.449997,59.968060,29278
25-08-2006,72.900002,76.800003,72.000000,73.050003,60.464695,109288
28-08-2006,74.000000,79.300003,73.599998,78.400002,64.892975,215130
29-08-2006,79.000000,82.199997,77.599998,79.199997,65.555138,244129
30-08-2006,79.849998,88.750000,77.050003,85.800003,71.018059,935417
31-08-2006,86.699997,93.250000,86.500000,88.449997,73.211525,2127724
01-09-2006,89.500000,89.500000,85.099998,86.250000,71.390541,622296
04-09-2006,87.750000,90.849998,86.699997,87.699997,72.590736,406434
05-09-2006,88.349998,88.349998,84.000000,85.050003,70.397301,147962
06-09-2006,85.099998,87.250000,84.400002,84.849998,70.231735,127080
07-09-2006,83.900002,89.800003,83.500000,86.800003,71.845795,402238
08-09-2006,86.900002,95.000000,86.900002,92.849998,76.853477,1116117
11-09-2006,94.000000,96.250000,84.300003,85.800003,71.018059,561510
12-09-2006,86.000000,86.800003,82.500000,85.900002,71.100845,191990
13-09-2006,87.699997,93.650002,86.300003,90.650002,75.916283,427632
14-09-2006,92.199997,98.699997,91.900002,95.400002,79.894234,1516466
15-09-2006,95.400002,95.400002,91.199997,91.699997,76.795616,252483
18-09-2006,92.400002,93.900002,89.949997,90.400002,75.706909,110773
19-09-2006,91.150002,92.900002,86.099998,87.849998,73.571373,201227
20-09-2006,87.000000,90.500000,86.500000,88.349998,73.990097,149774
21-09-2006,89.800003,91.000000,86.599998,87.150002,72.985146,123377
22-09-2006,86.400002,87.900002,86.000000,86.599998,72.524536,77655
25-09-2006,85.550003,86.800003,83.400002,83.849998,70.221504,46189
26-09-2006,85.000000,89.250000,71.099998,87.650002,73.403877,166650
27-09-2006,88.199997,89.500000,85.099998,85.599998,71.687080,100272
28-09-2006,85.050003,86.500000,84.199997,84.900002,71.100845,39942
29-09-2006,85.000000,87.900002,84.250000,85.500000,71.603325,63724
