Date,Open,High,Low,Close,Adj Close,Volume
03-12-2001,44.200001,45.200001,43.599998,44.900002,28.352749,912725
04-12-2001,44.400002,45.000000,44.209999,44.689999,28.220135,227395
05-12-2001,45.400002,45.400002,44.259998,44.560001,28.138044,299995
06-12-2001,45.000000,45.740002,44.650002,45.389999,28.662163,403320
07-12-2001,45.599998,47.200001,45.310001,46.830002,29.571470,912120
10-12-2001,46.000000,46.919998,45.599998,46.430000,29.318886,439180
11-12-2001,46.000000,46.000000,44.220001,44.959999,28.390629,957020
12-12-2001,45.040001,45.509998,44.599998,44.939999,28.378000,230225
13-12-2001,44.900002,46.980000,43.799999,46.150002,29.142073,432685
14-12-2001,45.599998,45.599998,44.500000,44.959999,28.390629,235890
17-12-2001,null,null,null,null,null,null
18-12-2001,44.799999,44.900002,44.000000,44.250000,27.942291,518995
19-12-2001,44.020000,44.599998,43.700001,43.970001,27.765486,459040
20-12-2001,43.900002,44.970001,43.299999,44.490002,28.093842,470555
21-12-2001,44.000000,45.380001,44.000000,44.750000,28.258030,449720
24-12-2001,43.599998,44.160000,42.799999,43.959999,27.759169,157735
25-12-2001,null,null,null,null,null,null
26-12-2001,43.820000,44.599998,43.820000,44.110001,27.853889,260765
27-12-2001,43.939999,44.599998,43.799999,44.250000,27.942291,224040
28-12-2001,44.180000,44.349998,43.619999,44.180000,27.898096,289855
31-12-2001,43.910000,45.599998,43.889999,45.119999,28.491663,189740
01-01-2002,45.599998,46.000000,44.549999,45.009998,28.422205,293205
02-01-2002,44.799999,45.150002,44.599998,45.000000,28.415888,310545
03-01-2002,45.000000,45.590000,44.439999,45.250000,28.573755,247910
04-01-2002,45.000000,45.599998,44.700001,44.790001,28.283279,106655
07-01-2002,44.799999,45.270000,44.310001,44.790001,28.283279,406365
08-01-2002,45.000000,45.000000,44.009998,44.549999,28.131733,294505
09-01-2002,44.299999,45.000000,44.299999,44.869999,28.333799,216875
10-01-2002,45.000000,45.299999,44.400002,45.110001,28.485348,353345
11-01-2002,45.180000,46.299999,44.799999,45.270000,28.586386,410935
14-01-2002,45.299999,47.400002,45.299999,46.740002,29.514635,592790
15-01-2002,46.799999,50.799999,46.400002,47.970001,30.291340,1103915
16-01-2002,49.599998,49.799999,45.799999,46.180000,29.161015,316250
17-01-2002,45.930000,47.000000,45.400002,46.610001,29.432547,319180
18-01-2002,46.700001,47.779999,46.700001,47.459999,29.969294,329920
21-01-2002,47.599998,48.599998,46.849998,47.790001,30.177679,273150
22-01-2002,47.790001,48.400002,47.400002,48.139999,30.398689,267770
23-01-2002,48.200001,48.599998,48.020000,48.500000,30.626015,265985
24-01-2002,48.500000,48.750000,46.619999,46.990002,29.672499,150825
25-01-2002,47.000000,47.000000,45.619999,45.830002,28.940004,127180
28-01-2002,45.220001,46.389999,45.220001,45.959999,29.022099,53740
29-01-2002,46.099998,46.189999,45.119999,45.320000,28.617958,130230
30-01-2002,45.599998,45.599998,44.799999,44.959999,28.390629,282855
31-01-2002,44.840000,45.400002,44.020000,44.939999,28.378000,232975
01-02-2002,45.200001,45.200001,44.730000,44.959999,28.390629,68340
