Date,Open,High,Low,Close,Adj Close,Volume
03-12-2001,58.729500,58.814602,57.878300,58.031502,20.713293,374728
04-12-2001,57.878300,58.984798,57.503799,58.303902,20.810518,364271
05-12-2001,57.708099,59.878502,57.473999,59.631699,21.284454,322540
06-12-2001,59.750801,60.252998,59.261398,60.053001,21.434830,619009
07-12-2001,60.172100,61.282902,59.623199,60.270000,21.512283,1160639
10-12-2001,61.197800,63.402302,61.159500,62.972401,22.476854,606708
11-12-2001,62.985199,63.666100,60.431801,60.916901,21.743181,356729
12-12-2001,61.287201,62.291500,60.738201,61.082901,21.802433,82383
13-12-2001,59.669998,61.278599,58.303902,60.095600,21.450033,689196
14-12-2001,60.857300,61.878700,59.069901,59.295502,21.164454,182224
17-12-2001,null,null,null,null,null,null
18-12-2001,58.814602,58.814602,57.712299,57.784698,20.625196,57452
19-12-2001,57.027100,57.367599,53.792801,54.435398,19.429726,618057
20-12-2001,54.473701,54.473701,52.345798,52.707600,18.813019,236021
21-12-2001,52.345798,55.231201,52.345798,54.524799,19.461639,195171
24-12-2001,55.154598,55.737701,52.954399,54.729000,19.534523,120155
25-12-2001,null,null,null,null,null,null
26-12-2001,55.665298,55.665298,54.482201,54.911999,19.599840,45433
27-12-2001,54.643902,55.150398,51.920200,53.018200,18.923883,869728
28-12-2001,53.452301,53.963001,52.771400,53.405499,19.062124,85132
31-12-2001,55.154598,55.239700,52.856499,54.367298,19.405422,83264
01-01-2002,54.473701,54.473701,53.196999,53.328899,19.034782,57017
02-01-2002,53.618301,54.899300,53.618301,54.499199,19.452496,75404
03-01-2002,56.005798,57.354801,54.558800,56.410099,20.134560,98690
04-01-2002,56.350498,56.937801,55.839802,56.273899,20.085945,101745
07-01-2002,57.537800,59.325298,55.750401,58.997601,21.058123,147001
08-01-2002,58.729500,59.750801,58.312401,59.589100,21.269247,551500
09-01-2002,58.418800,59.750801,58.401798,59.644402,21.288986,544615
10-01-2002,59.516800,60.857300,59.516800,60.516899,21.600410,859906
11-01-2002,60.516899,61.282902,60.240200,60.750900,21.683928,303189
14-01-2002,60.431801,62.619202,60.431801,60.908401,21.740147,469634
15-01-2002,60.857300,61.708500,60.525398,61.167999,21.832809,941619
16-01-2002,60.614700,61.274399,60.525398,60.793499,21.699133,567901
17-01-2002,60.431801,60.687099,60.027500,60.452999,21.577602,732044
18-01-2002,60.427502,60.857300,58.818802,60.474300,21.585203,65276
21-01-2002,59.240101,60.857300,59.240101,60.048698,21.433294,210292
22-01-2002,59.580601,60.418999,59.410400,59.516800,21.243443,30371
23-01-2002,58.984798,59.921101,58.559200,58.780499,20.980631,193009
24-01-2002,62.985199,62.985199,59.750801,60.470100,21.583702,363731
25-01-2002,60.133900,61.368000,60.133900,61.227600,21.854078,159925
28-01-2002,61.112701,61.282902,60.431801,60.444500,21.574568,18786
29-01-2002,60.521099,60.521099,59.580601,59.653000,21.292057,39018
30-01-2002,60.431801,60.431801,58.303902,58.895401,21.021646,126852
31-01-2002,60.516899,61.700001,60.112598,61.261600,21.866215,675379
01-02-2002,61.282902,62.134102,61.155201,61.780800,22.051535,832696
04-02-2002,62.134102,62.134102,61.133900,61.312698,21.884455,217270
05-02-2002,61.282902,61.708500,60.644501,61.253101,21.863182,108018
06-02-2002,63.410801,64.687500,60.878601,62.274502,22.227751,603418
07-02-2002,63.836399,63.836399,60.942402,62.129799,22.176100,295306
08-02-2002,62.474499,63.751202,61.368000,61.878700,22.086475,335886
11-02-2002,62.176601,62.466000,61.716999,61.955299,22.113817,34976
12-02-2002,62.134102,62.559601,61.708500,62.112801,22.170040,171321
13-02-2002,61.708500,63.742699,61.325500,63.006500,22.489029,148528
14-02-2002,63.406502,64.261902,63.325699,64.010803,22.847490,904774
15-02-2002,63.836399,64.261902,63.836399,63.844898,22.788277,189731
18-02-2002,63.002201,65.538696,62.151100,65.066299,23.224234,138824
19-02-2002,63.517200,64.261902,63.517200,63.810799,22.776106,191729
20-02-2002,63.415001,65.028000,63.415001,64.674698,23.084461,601844
21-02-2002,63.410801,65.951500,63.410801,65.534401,23.391314,274816
