Date,Open,High,Low,Close,Adj Close,Volume
27-09-2017,651.099976,694.000000,638.650024,681.200012,675.973938,34610637
28-09-2017,671.150024,689.950012,660.049988,685.900024,680.637939,4535542
29-09-2017,685.000000,687.700012,677.650024,680.200012,674.981628,1367676
03-10-2017,677.099976,688.450012,674.099976,684.500000,679.248657,1752630
04-10-2017,681.500000,686.849976,679.750000,681.700012,676.470154,545357
05-10-2017,676.099976,680.950012,665.150024,666.200012,661.089050,486144
06-10-2017,665.000000,680.500000,663.000000,680.000000,674.783203,568793
09-10-2017,670.000000,686.000000,670.000000,683.950012,678.702881,647645
10-10-2017,680.000000,690.000000,680.000000,686.450012,681.183777,750266
11-10-2017,683.599976,689.900024,683.599976,687.450012,682.176086,351011
12-10-2017,682.200012,702.000000,682.200012,700.349976,694.977051,938808
13-10-2017,693.200012,701.000000,693.200012,695.049988,689.717712,239411
16-10-2017,691.549988,697.500000,674.250000,696.150024,690.809326,237478
17-10-2017,695.000000,719.900024,690.200012,718.250000,712.739685,962237
18-10-2017,711.250000,720.799988,703.799988,715.250000,709.762756,338460
19-10-2017,709.599976,723.000000,708.049988,722.200012,716.659485,154703
23-10-2017,710.000000,715.000000,690.000000,693.099976,687.782715,450439
24-10-2017,693.150024,705.000000,685.299988,696.200012,690.858887,643340
25-10-2017,696.200012,699.950012,675.549988,683.299988,678.057861,1108214
26-10-2017,679.099976,690.000000,679.099976,684.950012,680.442078,221326
27-10-2017,682.000000,685.000000,679.049988,682.900024,678.405640,342918
30-10-2017,679.900024,686.000000,675.750000,680.200012,675.723328,287901
31-10-2017,675.150024,689.000000,674.500000,677.000000,672.544373,949376
01-11-2017,677.000000,686.000000,676.900024,680.599976,676.120667,200249
02-11-2017,675.150024,689.000000,675.000000,681.000000,676.518066,234604
03-11-2017,681.000000,689.500000,671.000000,674.599976,670.160217,302434
06-11-2017,671.000000,684.250000,671.000000,681.150024,676.667114,186130
07-11-2017,680.000000,682.950012,679.200012,680.299988,675.822693,171495
08-11-2017,674.099976,682.500000,674.099976,678.799988,674.332581,105538
09-11-2017,675.299988,681.000000,667.650024,678.799988,674.332581,120713
10-11-2017,670.000000,680.950012,670.000000,680.299988,675.822693,114509
13-11-2017,680.500000,687.000000,676.200012,685.450012,680.938843,274626
14-11-2017,676.000000,690.000000,676.000000,686.000000,681.485229,208105
15-11-2017,677.099976,688.000000,677.099976,686.400024,681.882568,439900
16-11-2017,682.500000,685.950012,670.000000,677.750000,673.289429,164254
17-11-2017,681.000000,689.000000,676.250000,685.599976,681.087769,212775
20-11-2017,683.000000,692.000000,680.250000,689.450012,684.912476,189081
21-11-2017,684.500000,707.900024,684.500000,699.049988,694.449280,337085
22-11-2017,696.000000,701.000000,690.000000,695.900024,691.320068,68032
23-11-2017,694.000000,708.000000,685.950012,701.000000,696.386475,91465
24-11-2017,693.000000,702.000000,693.000000,700.099976,695.492371,163475
27-11-2017,692.599976,703.000000,692.599976,700.599976,695.989075,66789
28-11-2017,695.049988,713.500000,695.049988,706.049988,701.403198,229161
29-11-2017,700.500000,726.049988,697.099976,718.950012,714.218384,405626
30-11-2017,711.200012,717.400024,706.099976,714.349976,709.648560,73339
01-12-2017,710.000000,723.500000,710.000000,719.950012,715.211792,143549
04-12-2017,712.000000,724.500000,712.000000,720.750000,716.006470,120194
05-12-2017,715.299988,729.950012,708.099976,727.349976,722.562988,157420
06-12-2017,725.000000,729.000000,715.150024,726.650024,721.867676,101857
07-12-2017,726.000000,745.000000,718.500000,735.150024,730.311768,174841
08-12-2017,731.000000,769.000000,731.000000,765.750000,760.710266,727030
11-12-2017,762.000000,770.000000,750.000000,764.700012,759.667236,157528
12-12-2017,762.000000,790.950012,762.000000,784.299988,779.138184,261948
13-12-2017,790.000000,790.000000,768.650024,775.099976,769.998779,140986
14-12-2017,772.000000,781.000000,772.000000,777.150024,772.035278,305401
15-12-2017,778.000000,794.700012,777.099976,790.799988,785.595459,179103
18-12-2017,780.799988,802.000000,750.049988,800.000000,794.734924,325541
19-12-2017,795.000000,810.000000,785.500000,796.299988,791.059265,105430
20-12-2017,790.500000,797.650024,771.400024,776.299988,771.190857,110134
21-12-2017,778.000000,785.000000,765.000000,775.200012,770.098083,160212
22-12-2017,775.000000,788.000000,768.000000,777.349976,772.233948,1273767
26-12-2017,773.150024,789.599976,773.150024,786.400024,781.224426,209738
27-12-2017,786.000000,790.000000,775.549988,781.250000,776.108276,124036
28-12-2017,776.200012,795.000000,776.200012,792.250000,787.035889,73414
29-12-2017,792.000000,795.799988,765.549988,775.500000,770.396118,101722
01-01-2018,775.000000,798.000000,775.000000,795.500000,790.264465,161859
02-01-2018,787.099976,805.000000,775.000000,800.049988,794.784546,221601
03-01-2018,796.000000,804.000000,786.200012,800.299988,795.032959,61608
04-01-2018,800.049988,809.500000,793.650024,807.450012,802.135864,76967
05-01-2018,802.099976,824.950012,801.799988,822.049988,816.639771,93994
08-01-2018,822.000000,850.000000,815.049988,847.950012,842.369324,391458
09-01-2018,839.000000,839.000000,776.000000,785.599976,780.429626,600903
10-01-2018,777.000000,794.799988,777.000000,778.000000,772.879700,156240
11-01-2018,780.000000,798.000000,777.650024,790.250000,785.049072,118785
12-01-2018,793.849976,798.849976,780.299988,790.299988,785.098755,130779
15-01-2018,788.450012,800.049988,770.099976,788.750000,783.558960,139302
16-01-2018,800.000000,844.799988,790.000000,811.200012,805.861206,1216523
17-01-2018,815.250000,872.000000,815.250000,850.049988,844.455505,1536781
18-01-2018,849.000000,864.450012,830.099976,843.500000,837.948608,504528
19-01-2018,835.250000,837.500000,815.000000,827.599976,822.153259,110733
22-01-2018,822.049988,857.849976,816.000000,853.599976,847.982117,269449
23-01-2018,849.000000,852.150024,826.000000,831.450012,825.977905,231215
24-01-2018,830.000000,843.000000,825.000000,836.650024,831.143677,86293
25-01-2018,825.500000,839.900024,815.000000,828.849976,823.395020,59682
29-01-2018,822.599976,850.000000,816.099976,823.900024,818.477600,119794
30-01-2018,824.000000,825.500000,791.000000,803.049988,797.764771,242129
31-01-2018,795.099976,805.000000,783.099976,786.900024,781.721130,255762
01-02-2018,788.000000,839.000000,788.000000,833.650024,828.163452,1190501
02-02-2018,813.049988,838.400024,788.000000,819.849976,814.454224,561787
05-02-2018,800.000000,823.400024,770.000000,815.700012,810.331543,115787
06-02-2018,750.000000,820.000000,749.299988,807.049988,801.738525,124842
07-02-2018,808.049988,821.500000,805.900024,818.700012,813.311890,61961
08-02-2018,819.049988,827.000000,806.000000,809.650024,804.321411,106731
09-02-2018,800.000000,820.000000,795.049988,816.099976,810.728882,186837
12-02-2018,813.549988,826.900024,813.549988,823.250000,817.831909,614870
14-02-2018,812.200012,822.599976,807.299988,815.099976,809.735474,268375
15-02-2018,818.000000,820.000000,795.000000,803.250000,797.963501,399369
16-02-2018,803.250000,819.500000,803.250000,815.200012,809.834900,281637
19-02-2018,804.700012,820.500000,804.700012,819.299988,813.907898,108433
20-02-2018,816.000000,825.400024,810.049988,819.900024,814.503906,74057
21-02-2018,816.000000,822.450012,810.000000,814.849976,809.487122,69462
22-02-2018,810.200012,820.000000,800.099976,809.150024,803.824646,82208
23-02-2018,810.000000,826.450012,810.000000,820.700012,815.298706,170633
26-02-2018,813.049988,824.000000,805.500000,818.799988,813.411133,127924
27-02-2018,812.000000,820.000000,811.000000,816.000000,810.629578,108531
28-02-2018,816.000000,818.500000,785.000000,794.799988,789.569092,250592
01-03-2018,800.250000,809.849976,785.000000,787.650024,782.466248,113061
05-03-2018,785.000000,794.950012,773.000000,780.599976,775.462524,255494
06-03-2018,781.299988,795.950012,781.299988,794.500000,789.271057,329751
07-03-2018,787.450012,794.049988,786.799988,790.049988,784.850342,284060
08-03-2018,790.299988,804.250000,790.299988,800.799988,795.529602,452558
09-03-2018,803.000000,822.000000,799.599976,812.900024,807.549988,359829
12-03-2018,805.200012,821.549988,803.650024,816.900024,811.523682,555337
13-03-2018,820.799988,836.150024,808.849976,827.700012,822.252625,749989
14-03-2018,819.400024,825.000000,803.000000,806.400024,801.092834,256334
15-03-2018,800.000000,813.500000,795.099976,799.849976,794.585876,98117
16-03-2018,806.299988,810.000000,762.799988,771.250000,766.174133,1956405
19-03-2018,771.000000,795.000000,765.849976,770.500000,765.429016,134624
20-03-2018,769.900024,778.900024,747.650024,757.750000,752.762939,510135
21-03-2018,758.049988,760.099976,730.099976,731.349976,726.536682,920575
22-03-2018,734.650024,739.799988,718.000000,727.299988,722.513367,353510
23-03-2018,720.000000,746.000000,707.200012,741.150024,736.272278,165426
26-03-2018,740.299988,767.500000,740.299988,762.549988,757.531311,220976
27-03-2018,760.049988,799.000000,760.000000,793.549988,788.327332,192715
28-03-2018,793.549988,799.000000,788.000000,793.849976,788.625366,199358
02-04-2018,789.000000,795.000000,775.549988,783.950012,778.790527,140932
03-04-2018,770.000000,794.549988,765.900024,789.950012,784.751038,99682
04-04-2018,780.000000,793.450012,775.549988,781.200012,776.058655,120689
05-04-2018,782.000000,791.500000,782.000000,789.049988,783.856934,165785
06-04-2018,790.000000,804.700012,782.299988,797.549988,792.301025,216310
09-04-2018,791.000000,798.000000,740.000000,767.700012,762.647522,323739
10-04-2018,778.700012,790.000000,770.049988,782.000000,776.853394,107713
